id,conversation_id,referenced_tweets.replied_to.id,referenced_tweets.retweeted.id,referenced_tweets.quoted.id,author_id,in_reply_to_user_id,retweeted_user_id,quoted_user_id,created_at,text,lang,source,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,reply_settings,possibly_sensitive,withheld.scope,withheld.copyright,withheld.country_codes,entities.annotations,entities.cashtags,entities.hashtags,entities.mentions,entities.urls,context_annotations,attachments.media,attachments.media_keys,attachments.poll.duration_minutes,attachments.poll.end_datetime,attachments.poll.id,attachments.poll.options,attachments.poll.voting_status,attachments.poll_ids,author.id,author.created_at,author.username,author.name,author.description,author.entities.description.cashtags,author.entities.description.hashtags,author.entities.description.mentions,author.entities.description.urls,author.entities.url.urls,author.location,author.pinned_tweet_id,author.profile_image_url,author.protected,author.public_metrics.followers_count,author.public_metrics.following_count,author.public_metrics.listed_count,author.public_metrics.tweet_count,author.url,author.verified,author.withheld.scope,author.withheld.copyright,author.withheld.country_codes,geo.coordinates.coordinates,geo.coordinates.type,geo.country,geo.country_code,geo.full_name,geo.geo.bbox,geo.geo.type,geo.id,geo.name,geo.place_id,geo.place_type,__twarc.retrieved_at,__twarc.url,__twarc.version,
846943743009796100,846943743009796100,,,,27692374,,,,2017-03-29T04:34:58.000Z,Just posted a photo https://t.co/uT72H0LHYw,en,Instagram,2,0,0,1,everyone,False,,,,,,,,"[{""start"": 20, ""end"": 43, ""url"": ""https://t.co/uT72H0LHYw"", ""expanded_url"": ""https://www.instagram.com/p/BSNXSWjgBf6/"", ""display_url"": ""instagram.com/p/BSNXSWjgBf6/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
846927276386258947,846927276386258947,,,,27692374,,,,2017-03-29T03:29:32.000Z,Just posted a photo https://t.co/B1BASfyW4T,en,Instagram,0,0,0,0,everyone,False,,,,,,,,"[{""start"": 20, ""end"": 43, ""url"": ""https://t.co/B1BASfyW4T"", ""expanded_url"": ""https://www.instagram.com/p/BSNPzHQgccG/"", ""display_url"": ""instagram.com/p/BSNPzHQgccG/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
846925850406735872,846925850406735872,,,,27692374,,,,2017-03-29T03:23:52.000Z,Just posted a photo https://t.co/sRLAGzQlOU,en,Instagram,0,0,0,0,everyone,False,,,,,,,,"[{""start"": 20, ""end"": 43, ""url"": ""https://t.co/sRLAGzQlOU"", ""expanded_url"": ""https://www.instagram.com/p/BSNPJnBgaCW/"", ""display_url"": ""instagram.com/p/BSNPJnBgaCW/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
846193457530114048,846193457530114048,,,,27692374,,,,2017-03-27T02:53:36.000Z,Just posted a photo https://t.co/0KdHXNFMA4,en,Instagram,1,0,0,0,everyone,False,,,,,,,,"[{""start"": 20, ""end"": 43, ""url"": ""https://t.co/0KdHXNFMA4"", ""expanded_url"": ""https://www.instagram.com/p/BSICGMHAGoe/"", ""display_url"": ""instagram.com/p/BSICGMHAGoe/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
843730134779727872,843730134779727872,,,,27692374,,,,2017-03-20T07:45:14.000Z,Just posted a photo https://t.co/ppe1wcsztY,en,Instagram,0,0,0,0,everyone,False,,,,,,,,"[{""start"": 20, ""end"": 43, ""url"": ""https://t.co/ppe1wcsztY"", ""expanded_url"": ""https://www.instagram.com/p/BR2h6FPAHwx/"", ""display_url"": ""instagram.com/p/BR2h6FPAHwx/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
842273384956276736,842273384956276736,,,,27692374,,,,2017-03-16T07:16:38.000Z,Just posted a photo https://t.co/zquTXOSePx,en,Instagram,0,0,0,0,everyone,False,,,,,,,,"[{""start"": 20, ""end"": 43, ""url"": ""https://t.co/zquTXOSePx"", ""expanded_url"": ""https://www.instagram.com/p/BRsLdCLBAzA/"", ""display_url"": ""instagram.com/p/BRsLdCLBAzA/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
840678689457102848,840678689457102848,,,,27692374,,,,2017-03-11T21:39:53.000Z,Night 2 of the birthday weekend...come through PASS IT ON https://t.co/2etgCtSwYi,en,Instagram,2,1,0,0,everyone,False,,,,,,,,"[{""start"": 58, ""end"": 81, ""url"": ""https://t.co/2etgCtSwYi"", ""expanded_url"": ""https://www.instagram.com/p/BRg2RO7BT4G/"", ""display_url"": ""instagram.com/p/BRg2RO7BT4G/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
840074326057467904,840074326057467904,,,,27692374,,,,2017-03-10T05:38:21.000Z,Just posted a photo https://t.co/2H9jM2lcXU,en,Instagram,1,0,0,0,everyone,False,,,,,,,,"[{""start"": 20, ""end"": 43, ""url"": ""https://t.co/2H9jM2lcXU"", ""expanded_url"": ""https://www.instagram.com/p/BRcjb-KAJhv/"", ""display_url"": ""instagram.com/p/BRcjb-KAJhv/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
839718158541942784,839718158541942784,,,,27692374,,,,2017-03-09T06:03:04.000Z,Just posted a photo https://t.co/wcWwbtScYP,en,Instagram,0,0,0,0,everyone,False,,,,,,,,"[{""start"": 20, ""end"": 43, ""url"": ""https://t.co/wcWwbtScYP"", ""expanded_url"": ""https://www.instagram.com/p/BRaBeKAgLT_/"", ""display_url"": ""instagram.com/p/BRaBeKAgLT_/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
839237362836201474,839237362836201474,,,,27692374,,,,2017-03-07T22:12:34.000Z,Come kick it with me and my boy chris for my birthday... as I unveil my new series of masking… https://t.co/JNdB9rCRCW,en,Instagram,0,0,0,1,everyone,False,,,,,,,,"[{""start"": 95, ""end"": 118, ""url"": ""https://t.co/JNdB9rCRCW"", ""expanded_url"": ""https://www.instagram.com/p/BRWm1FhAxOC/"", ""display_url"": ""instagram.com/p/BRWm1FhAxOC/""}]",,,,,,,,,,27692374,2009-03-30T17:59:46.000Z,NOYOdesigns,actually Ayo Scott,quietly tryin to politely take over the world...and make new orleans its capital city.,,,,,"[{""start"": 0, ""end"": 22, ""url"": ""http://t.co/A9lSIYEcQP"", ""expanded_url"": ""http://www.noyodesigns.com"", ""display_url"": ""noyodesigns.com""}]",NOLA.. oops. i mean NOYO city,,https://pbs.twimg.com/profile_images/1304074253/facebook_ad_normal.jpg,False,835,159,25,2439,http://t.co/A9lSIYEcQP,False,,,,,,,,,,,,,,,2022-05-18T23:42:31+00:00,https://api.twitter.com/2/tweets/search/all?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type&start_time=2006-03-21T00%3A00%3A00%2B00%3A00&query=from%3Anoyodesigns+instagram.com&max_results=100,2.10.4,
